GTID,Date,Country,City,Perpetrator_group,fatalities,injured,target_type,attack_type,weapon_type
201401120040,2014-01-12,Nigeria,Konduga,Boko Haram (suspected),5,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201401090001,2014-01-09,Nigeria,Damboa,Boko Haram,39,2,Military,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
201401080028,2014-01-08,Nigeria,Gwoza,Boko Haram (suspected),0,0,"Government (General),Religious Figures/Institutions",Sub-Saharan Africa,Facility/Infrastructure Attack
201401080001,2014-01-08,Nigeria,Konduga,Boko Haram,9,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault,Facility/Infrastructure Attack"
201401070002,2014-01-07,Nigeria,Kwankwaso,Boko Haram (suspected),3,12,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
201401060023,2014-01-06,Nigeria,Shonong,Fulani extremists,34,24,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201401060002,2014-01-06,Nigeria,Kaduna,Unknown,4,0,Police,Sub-Saharan Africa,Armed Assault
201401050075,2014-01-05,Nigeria,Agrisaba,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201401020050,2014-01-02,Cameroon,Unknown,Seleka,7,0,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201312310063,2013-12-31,Nigeria,Maikatako,Fulani extremists (suspected),2,16,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
201312290004,2013-12-29,Nigeria,Kwajaffa Babur,Muslim extremists (suspected),4,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201312280002,2013-12-28,Nigeria,Tashan Alade,Boko Haram,12,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201312230003,2013-12-23,Nigeria,Kano,Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),0,2,Business,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201312210051,2013-12-21,Nigeria,Madakiya,Fulani extremists (suspected),2,4,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201312200001,2013-12-20,Nigeria,Bama,Boko Haram,70,Unknown,"Military,Private Citizens & Property",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201312180003,2013-12-18,Nigeria,Mubi,Boko Haram (suspected),10,Unknown,Business,Sub-Saharan Africa,Armed Assault
201312170061,2013-12-17,Nigeria,Barakin Ladi,Unknown,5,4,Terrorists/Non-state Militia,Sub-Saharan Africa,Armed Assault
201312170058,2013-12-17,Nigeria,Port Harcourt,Unknown,0,0,Government (General),Sub-Saharan Africa,Bombing/Explosion
201312140048,2013-12-14,Nigeria,Gwoza,Boko Haram,4,Unknown,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201312120002,2013-12-09,Nigeria,Limanti,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack"
201312110005,2013-12-11,Nigeria,Bulabulin Ngaura,Boko Haram,9,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201312080038,2013-12-08,Nigeria,Unknown,Boko Haram (suspected),5,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
201312060008,2013-12-03,Nigeria,Unknown,Unknown,0,0,Business,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201312020051,2013-12-02,Nigeria,Maiduguri,Boko Haram,Unknown,Unknown,Airports and Aircraft,Sub-Saharan Africa,Armed Assault
201312020050,2013-12-02,Nigeria,Maiduguri,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Armed Assault
201312020049,2013-12-02,Nigeria,Maiduguri,Boko Haram,Unknown,Unknown,Police,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
201312020047,2013-12-02,Nigeria,Maiduguri,Boko Haram,Unknown,Unknown,Business,Sub-Saharan Africa,Facility/Infrastructure Attack
201312020046,2013-12-02,Nigeria,Maiduguri,Boko Haram,4,0,Business,Sub-Saharan Africa,Armed Assault
201312020045,2013-12-02,Nigeria,Maiduguri,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Armed Assault
201312020015,2013-12-02,Nigeria,Maiduguri,Boko Haram,26,Unknown,Military,Sub-Saharan Africa,Armed Assault
201312010044,2013-12-01,Nigeria,Enugu,Unknown,0,2,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
201311300022,2013-11-30,Nigeria,Madayi,Boko Haram,7,15,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311280041,2013-11-28,Nigeria,Sabon Gari,Boko Haram,19,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311270017,2013-11-27,Nigeria,Gashau,Boko Haram (suspected),1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311260055,2013-11-26,Nigeria,Rawuru,Fulani extremists (suspected),7,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311260054,2013-11-26,Nigeria,Garubok,Fulani extremists (suspected),9,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311260053,2013-11-26,Nigeria,Daron,Fulani extremists (suspected),8,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311260052,2013-11-26,Nigeria,Katu Kapang,Fulani extremists (suspected),13,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311240018,2013-11-24,Nigeria,Chinene,Boko Haram (suspected),Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311240017,2013-11-24,Nigeria,Arboko,Boko Haram (suspected),Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311240015,2013-11-24,Nigeria,Kuka,Unknown,5,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311220032,2013-11-22,Nigeria,Abuja,Unknown,0,0,Government (General),Sub-Saharan Africa,Assassination
201311210017,2013-11-21,Nigeria,Ogbia,Unknown,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201311210016,2013-11-24,Nigeria,Damboa district,Boko Haram,12,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311210015,2013-11-21,Nigeria,Mubi,Unknown,6,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311200060,2013-11-20,Nigeria,Ilashe Ijesa,Odua Peoples' Congress (OPC) (suspected),1,1,Private Citizens & Property,Sub-Saharan Africa,Assassination
201311190025,2013-11-19,Nigeria,Akassa,Unknown,Unknown,Unknown,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
201311190024,2013-11-19,Nigeria,Bojude,Unknown,4,1,Police,Sub-Saharan Africa,Armed Assault
201311160100,2013-11-15,Nigeria,Suwasara,Boko Haram,0,0,Transportation,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201311160045,2013-11-16,Cameroon,Biti,Seleka,7,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311130059,2013-11-13,Nigeria,Port Harcourt,Movement for the Emancipation of the Niger Delta (MEND),3,0,Military,Sub-Saharan Africa,Armed Assault
201311130039,2013-11-11,Nigeria,Dille,Boko Haram,4,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311130038,2013-11-11,Nigeria,Lassa,Boko Haram (suspected),4,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311130037,2013-11-11,Nigeria,Yazza,Boko Haram (suspected),4,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311130036,2013-11-11,Nigeria,Hartsa,Boko Haram (suspected),4,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311130035,2013-11-11,Nigeria,Izge,Boko Haram,5,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311130034,2013-11-11,Nigeria,Bdagu,Boko Haram (suspected),5,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311130033,2013-11-13,Nigeria,Port Harcourt,Unknown,4,0,Business,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201311130001,2013-11-13,Cameroon,Ngacheve,Boko Haram,0,0,Religious Figures/Institutions,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201311100043,2013-11-10,Nigeria,Jalingo,Unknown,0,0,Government (General),Sub-Saharan Africa,Assassination
201311100024,2013-11-10,Nigeria,Osara,Unknown,4,0,Police,Sub-Saharan Africa,Armed Assault
201311090020,2013-11-09,Nigeria,Unknown,Fulani extremists,6,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311020006,2013-11-02,Nigeria,Gulumba Gana,Boko Haram,13,0,Transportation,Sub-Saharan Africa,Unknown
201311020004,2013-11-02,Nigeria,Gwoza district,Boko Haram,30,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201311010041,2013-11-01,Nigeria,Obomkpa,Unknown,0,1,Government (General),Sub-Saharan Africa,Assassination
201310310032,2013-10-31,Nigeria,Bama,Boko Haram,27,12,"Business,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201310260053,2013-10-27,Nigeria,Banki,Boko Haram,4,0,"Military,Business",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201310260011,2013-10-14,Nigeria,Ogbia,Movement for the Emancipation of the Niger Delta (MEND),0,0,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
201310250041,2013-10-25,Nigeria,Kaduna,Boko Haram (suspected),1,2,Police,Sub-Saharan Africa,Armed Assault
201310240037,2013-10-24,Nigeria,Damatura,Boko Haram,20,Unknown,Business,Sub-Saharan Africa,Armed Assault
201310240036,2013-10-24,Nigeria,Damatura,Boko Haram,21,Unknown,Police,Sub-Saharan Africa,Armed Assault
201310240035,2013-10-24,Nigeria,Damatura,Boko Haram,21,Unknown,"Police,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201310240034,2013-10-24,Nigeria,Damatura,Boko Haram,21,Unknown,Police,Sub-Saharan Africa,Armed Assault
201310240033,2013-10-24,Nigeria,Damatura,Boko Haram,21,Unknown,Police,Sub-Saharan Africa,Armed Assault
201310240032,2013-10-24,Nigeria,Damatura,Boko Haram,21,Unknown,"Military,Police",Sub-Saharan Africa,Armed Assault
201310230025,2013-10-23,Nigeria,Unknown,Movement for the Emancipation of the Niger Delta (MEND),0,0,Maritime,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201310220023,2013-10-22,Nigeria,Ukum district,Unknown,0,0,Government (General),Sub-Saharan Africa,Assassination
201310220022,2013-10-22,Nigeria,Warri,Movement for the Emancipation of the Niger Delta (MEND),0,30,Business,Sub-Saharan Africa,Bombing/Explosion
201310220020,2013-10-22,Nigeria,Goniri,Boko Haram (suspected),18,12,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201310210019,2013-10-21,Nigeria,Konduga,Boko Haram,5,0,"Terrorists/Non-state Militia,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201310210018,2013-10-21,Nigeria,Kawuri,Boko Haram,5,0,"Terrorists/Non-state Militia,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201310200017,2013-10-20,Nigeria,Logomani,Boko Haram,19,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201310130031,2013-10-13,Nigeria,Pulka,Boko Haram,13,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
201310130030,2013-10-13,Nigeria,Gwoza,Boko Haram,13,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
201310130029,2013-10-13,Nigeria,Bama,Boko Haram,14,Unknown,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201310110016,2013-10-11,Nigeria,Creek Town,Unknown,0,0,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
201310060034,2013-10-06,Nigeria,Gwoza,Boko Haram,1,0,Police,Sub-Saharan Africa,Armed Assault
201310060033,2013-10-06,Nigeria,Gwoza,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201310060025,2013-10-06,Nigeria,Kaduna,Boko Haram (suspected),1,0,Police,Sub-Saharan Africa,Armed Assault
201310060024,2013-10-06,Nigeria,Damboa,Boko Haram,7,0,Government (General),Sub-Saharan Africa,Armed Assault
201310060023,2013-10-06,Nigeria,Damboa,Boko Haram,13,0,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
201310050021,2013-10-05,Nigeria,Port Harcourt,Unknown,Unknown,Unknown,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
201310020042,2013-10-02,Nigeria,Unknown,Boko Haram,1,3,Military,Sub-Saharan Africa,Armed Assault
201309290022,2013-09-29,Nigeria,Benisheik,Boko Haram,7,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201309290001,2013-09-29,Nigeria,Gujba,Boko Haram,40,18,Educational Institution,Sub-Saharan Africa,Armed Assault
201309280071,2013-09-28,Nigeria,Makintamari,Boko Haram (suspected),4,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201309280015,2013-09-28,Nigeria,Zangang,"Boko Haram,Fulani extremists",11,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201309260040,2013-09-26,Nigeria,Gambaru,Boko Haram,21,2,"Government (General),Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201309260018,2013-09-26,Nigeria,Nangere,Boko Haram,3,0,Religious Figures/Institutions,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
201309250023,2013-09-25,Nigeria,Gamboru,Boko Haram,6,4,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201309190010,2013-09-19,Nigeria,Bulabulin,Boko Haram,20,0,"Business,Police,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201309180022,2013-09-18,Nigeria,Buni Yadi,Boko Haram (suspected),Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201309180018,2013-09-18,Nigeria,Keffi,Boko Haram (suspected),0,Unknown,"Government (General),Police",Sub-Saharan Africa,Assassination
201309170043,2013-09-17,Nigeria,Akwanga,Ombatse Cult,12,Unknown,Military,Sub-Saharan Africa,Armed Assault
201309170009,2013-09-17,Nigeria,Beni Shiek,Boko Haram,142,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201309110026,2013-09-11,Nigeria,Lala,Boko Haram,2,1,Police,Sub-Saharan Africa,Armed Assault
201309100041,2013-09-10,Nigeria,Bakura district,Unknown,1,0,Government (General),Sub-Saharan Africa,Armed Assault
201309090010,2013-09-08,Nigeria,Beni Shiek,Boko Haram,17,17,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201309050021,2013-09-05,Nigeria,Bulabulin Ngabura,Boko Haram,8,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201309050010,2013-09-05,Nigeria,Konduga,Boko Haram,5,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201309040018,2013-09-04,Nigeria,Gajiram,Boko Haram,15,Unknown,"Police,Government (General),Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201309020015,2013-09-02,Nigeria,Ofu,Unknown,0,0,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
201309010029,2013-09-01,Nigeria,Kaga,Boko Haram (suspected),17,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201309010017,2013-09-01,Nigeria,Kuru,Fulani extremists,6,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201308300023,2013-08-30,Nigeria,Festac Town,Unknown,3,4,Business,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201308300020,2013-08-30,Nigeria,Monguno,Boko Haram,24,0,Terrorists/Non-state Militia,Sub-Saharan Africa,Armed Assault
201308270007,2013-08-27,Nigeria,Damasak,Boko Haram,6,0,Terrorists/Non-state Militia,Sub-Saharan Africa,Armed Assault
201308250047,2013-08-25,Nigeria,Port Harcourt,Unknown,0,1,Government (General),Sub-Saharan Africa,Assassination
201308250040,2013-08-25,Nigeria,Bama,Boko Haram,18,6,Terrorists/Non-state Militia,Sub-Saharan Africa,Armed Assault
201308210036,2013-08-21,Nigeria,Gwoza,Boko Haram,9,3,Police,Sub-Saharan Africa,Armed Assault
201308210035,2013-08-21,Nigeria,Gamboru,Boko Haram (suspected),4,8,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201308190007,2013-08-19,Nigeria,Kajuru,Boko Haram (suspected),3,1,Police,Sub-Saharan Africa,Armed Assault
201308190004,2013-08-19,Nigeria,Baga,Boko Haram,35,14,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201308180046,2013-08-18,Nigeria,Benin,Unknown,Unknown,Unknown,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201308180045,2013-08-18,Nigeria,Benin,Unknown,Unknown,Unknown,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201308160020,2013-08-17,Nigeria,Damboa,Boko Haram,0,Unknown,"Business,Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201308150058,2013-08-15,Nigeria,Damboa,Boko Haram,3,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201308150057,2013-08-15,Nigeria,Damboa,Boko Haram,4,0,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201308150039,2013-08-15,Nigeria,Damboa,Boko Haram,4,0,"Police,Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201308110004,2013-08-11,Nigeria,Konduga,Boko Haram,44,26,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
201308100027,2013-08-10,Nigeria,Ngom,Boko Haram,12,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201308090009,2013-08-08,Nigeria,Akowonjo,Boko Haram (suspected),0,0,Business,Sub-Saharan Africa,Facility/Infrastructure Attack
201308040012,2013-08-04,Nigeria,Abadam,Boko Haram,17,Unknown,Military,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
201308040011,2013-08-04,Nigeria,Bama,Boko Haram,18,2,Police,Sub-Saharan Africa,Armed Assault
201307310052,2013-07-31,Nigeria,Benin,Unknown,0,1,Educational Institution,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201307290027,2013-07-29,Nigeria,Kano,Boko Haram,12,1,Business,Sub-Saharan Africa,Bombing/Explosion
201307290026,2013-07-29,Nigeria,Kano,Boko Haram,12,2,Business,Sub-Saharan Africa,Bombing/Explosion
201307270009,2013-07-27,Nigeria,Maiduguri,Boko Haram,25,30,Business,Sub-Saharan Africa,Armed Assault
201307270001,2013-07-27,Nigeria,Kumbur,Unknown,6,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201307220028,2013-07-22,Nigeria,Darazo,Boko Haram (suspected),1,3,"Police,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201307220004,2013-07-22,Nigeria,Darazo,Boko Haram,2,2,"Religious Figures/Institutions,Police",Sub-Saharan Africa,Armed Assault
201307160016,2013-07-16,Nigeria,Manchok,Boko Haram (suspected),2,0,Police,Sub-Saharan Africa,Armed Assault
201307150046,2013-07-15,Nigeria,Ghwaa,Boko Haram,0,2,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201307120019,2013-07-12,Nigeria,Benin,Unknown,2,3,"Police,Business",Sub-Saharan Africa,Hostage Taking (Kidnapping)
201307100015,2013-07-10,Nigeria,Nzorov,Unknown,3,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201307100014,2013-07-10,Nigeria,Nzorov,Unknown,3,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201307100013,2013-07-10,Nigeria,Nzorov,Unknown,3,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201307080031,2013-07-08,Nigeria,Benin,Unknown,3,Unknown,"Business,Military",Sub-Saharan Africa,Hostage Taking (Kidnapping)
201307080020,2013-07-08,Nigeria,Benin,Unknown,0,3,"Military,Business",Sub-Saharan Africa,Hostage Taking (Kidnapping)
201307060010,2013-07-06,Nigeria,Mamudo,Boko Haram,46,4,Educational Institution,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201307010018,2013-07-01,Nigeria,Maiduguri,Civilian Joint Task Force (JTF),0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201306300039,2013-06-30,Nigeria,Akure,Boko Haram,2,Unknown,Police,Sub-Saharan Africa,Armed Assault
201306290009,2013-06-29,Nigeria,Ogomokon,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201306280047,2013-06-28,Nigeria,Monguno,Boko Haram,25,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201306280033,2013-06-28,Nigeria,Keffi,Unknown,1,Unknown,Government (General),Sub-Saharan Africa,Armed Assault
201306250032,2013-06-25,Nigeria,Komo,Boko Haram (suspected),0,1,Police,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
201306190023,2013-06-19,Nigeria,Maiduguri,Unknown,2,0,Business,Sub-Saharan Africa,Unknown
201306190020,2013-06-19,Nigeria,Maiduguri,Boko Haram (suspected),6,0,Educational Institution,Sub-Saharan Africa,Armed Assault
201306170030,2013-06-17,Nigeria,Maiduguri,Boko Haram,1,0,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201306170027,2013-06-17,Nigeria,Maiduguri,Boko Haram,13,0,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201306170025,2013-06-17,Nigeria,Maiduguri,Boko Haram,9,Unknown,Educational Institution,Sub-Saharan Africa,Armed Assault
201306160034,2013-06-16,Nigeria,Damaturu,Boko Haram,2,3,Military,Sub-Saharan Africa,Unknown
201306160033,2013-06-16,Nigeria,Damaturu,Boko Haram,11,7,Educational Institution,Sub-Saharan Africa,Armed Assault
201306150034,2013-06-15,Nigeria,Mballagh,Fulani extremists (suspected),Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201306150033,2013-06-15,Nigeria,Abaji,Movement for the Emancipation of the Niger Delta (MEND),0,0,Business,Sub-Saharan Africa,Bombing/Explosion
201306140013,2013-06-14,Nigeria,Potiskum,Boko Haram (suspected),5,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201306130021,2013-06-13,Nigeria,Birnin Gwari,Unknown,6,0,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201306110032,2013-06-11,Niger,Koirategui,Unknown,0,0,Police,Sub-Saharan Africa,Armed Assault
201306110020,2013-06-11,Nigeria,Afao,Unknown,0,0,Government (General),Sub-Saharan Africa,Assassination
201306090023,2013-06-09,Nigeria,Guma,Fulani extremists (suspected),1,0,Military,Sub-Saharan Africa,Armed Assault
201306070020,2013-06-07,Nigeria,Maiduguri,Boko Haram,19,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201306070005,2013-06-07,Nigeria,Kaduna,Boko Haram (suspected),0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201306030026,2013-06-03,Nigeria,Unknown,Boko Haram (suspected),1,0,Government (General),Sub-Saharan Africa,Assassination
201306020012,2013-06-02,Nigeria,Unknown,Boko Haram (suspected),Unknown,Unknown,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
201306010005,2013-06-01,Niger,Niamey,"Al-Mua'qi'oon Biddam Brigade (Those who Sign with Blood),Boko Haram (suspected),Movement for Oneness and Jihad in West Africa (MUJAO)",2,3,Police,Sub-Saharan Africa,Armed Assault
201305300056,2013-05-30,Nigeria,Maiduguri,Boko Haram (suspected),1,0,Government (General),Sub-Saharan Africa,Assassination
201305300055,2013-05-30,Nigeria,Gwoza,Boko Haram (suspected),2,0,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
201305300054,2013-05-30,Nigeria,Gwoza,Boko Haram (suspected),0,0,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
201305230033,2013-05-23,Nigeria,Maiduguri,Boko Haram,3,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201305230003,2013-05-23,Niger,Arlit,"Al-Mua'qi'oon Biddam Brigade (Those who Sign with Blood),Movement for Oneness and Jihad in West Africa (MUJAO)",1,14,Business,Sub-Saharan Africa,Bombing/Explosion
201305230002,2013-05-23,Niger,Agadez,"Al-Mua'qi'oon Biddam Brigade (Those who Sign with Blood),Movement for Oneness and Jihad in West Africa (MUJAO)",23,16,Military,Sub-Saharan Africa,Bombing/Explosion
201305160026,2013-05-16,Nigeria,Daura,Boko Haram,1,Unknown,Business,Sub-Saharan Africa,Bombing/Explosion
201305160025,2013-05-16,Nigeria,Daura,Boko Haram,1,Unknown,Business,Sub-Saharan Africa,Bombing/Explosion
201305160024,2013-05-16,Nigeria,Daura,Boko Haram,1,Unknown,Business,Sub-Saharan Africa,Bombing/Explosion
201305160023,2013-05-16,Nigeria,Daura,Boko Haram,1,Unknown,Business,Sub-Saharan Africa,Bombing/Explosion
201305160022,2013-05-16,Nigeria,Daura,Boko Haram,1,Unknown,Police,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
201305160021,2013-05-16,Nigeria,Daura,Boko Haram,2,1,Police,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
201305150022,2013-05-15,Nigeria,Maiduguri,Boko Haram,1,0,Religious Figures/Institutions,Sub-Saharan Africa,Assassination
201305130025,2013-05-13,Nigeria,Zangan Atakar,Boko Haram,15,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201305120035,2013-05-12,Nigeria,Bama,Boko Haram,0,0,Police,Sub-Saharan Africa,Armed Assault
201305120028,2013-05-12,Nigeria,Zangan Atakar,Fulani extremists (suspected),0,2,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
201305070034,2013-05-07,Nigeria,Bama,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201305070033,2013-05-07,Nigeria,Bama,Boko Haram,18,Unknown,Government (General),Sub-Saharan Africa,Armed Assault
201305070032,2013-05-07,Nigeria,Bama,Boko Haram,18,Unknown,Police,Sub-Saharan Africa,Armed Assault
201305070031,2013-05-07,Nigeria,Bama,Boko Haram,19,Unknown,Police,Sub-Saharan Africa,Armed Assault
201305070003,2013-05-07,Nigeria,Bama,Boko Haram,16,Unknown,Military,Sub-Saharan Africa,Armed Assault
201305050054,2013-05-03,Nigeria,Oguma,Unknown,0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
201305050037,2013-05-05,Nigeria,Jilang,Boko Haram (suspected),10,12,"Religious Figures/Institutions,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201305040021,2013-05-04,Nigeria,Ngamdu,Boko Haram,4,0,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
201305030017,2013-05-03,Nigeria,Maiduguri,Boko Haram,0,0,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
201305020023,2013-05-02,Nigeria,Marte,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201304280071,2013-04-28,Nigeria,Ringim,Boko Haram,2,0,Business,Sub-Saharan Africa,Armed Assault
201304280070,2013-04-28,Nigeria,Ringim,Boko Haram,0,0,Police,Sub-Saharan Africa,Facility/Infrastructure Attack
201304280024,2013-04-28,Nigeria,Ringim,Boko Haram,3,0,Police,Sub-Saharan Africa,Bombing/Explosion
201304270029,2013-04-27,Nigeria,Midlu,Unknown,11,0,"Government (General),Private Citizens & Property",Sub-Saharan Africa,Armed Assault
